dod_final.panel,dod_final.unit_num,dod_final.stub_label,dod_final.year,dod_final.age,dod_final.estimate,dod_final.gender,dod_final.cause_of_death,dod_final.age_code
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2010,All ages,0.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2011,All ages,0.8,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2012,All ages,0.7,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2013,All ages,0.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2014,All ages,1.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2015,All ages,1.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2016,All ages,3.5,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female,2017,All ages,5.0,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,1999,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2000,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2001,All ages,0.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2002,All ages,0.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2003,All ages,0.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2004,All ages,0.7,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2005,All ages,0.7,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2006,All ages,1.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2007,All ages,0.9,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2008,All ages,1.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2009,All ages,1.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2010,All ages,1.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2011,All ages,1.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2012,All ages,1.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2013,All ages,1.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2014,All ages,2.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2015,All ages,4.8,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2016,All ages,9.9,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2017,All ages,14.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: White,2018,All ages,15.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,1999,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2000,All ages,0.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2001,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2002,All ages,0.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2003,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2004,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2005,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2006,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2007,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2008,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2009,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2010,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2011,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2012,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2013,All ages,0.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2014,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2015,All ages,3.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2016,All ages,8.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2017,All ages,13.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Black or African American,2018,All ages,16.7,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,1999,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2000,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2001,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2002,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2003,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2004,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2005,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2006,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2007,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2008,All ages,1.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2009,All ages,1.8,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2010,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2011,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2012,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2013,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2014,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2015,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2016,All ages,3.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2017,All ages,5.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: American Indian or Alaska Native,2018,All ages,6.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,1999,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2000,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2001,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2002,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2003,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2004,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2005,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2006,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2007,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2008,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2009,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2010,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2011,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2012,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2013,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2014,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2015,All ages,0.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2016,All ages,1.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2017,All ages,1.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Asian or Pacific Islander,2018,All ages,1.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,1999,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2000,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2001,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2002,All ages,0.5,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2003,All ages,0.5,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2004,All ages,0.6,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2005,All ages,0.6,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2006,All ages,0.8,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2007,All ages,0.8,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2008,All ages,0.8,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2009,All ages,1.0,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2010,All ages,1.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2011,All ages,0.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2012,All ages,0.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2013,All ages,1.0,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2014,All ages,1.5,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2015,All ages,2.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2016,All ages,4.0,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2017,All ages,5.7,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: White,2018,All ages,6.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,1999,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2000,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2001,All ages,0.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2002,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2003,All ages,0.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2004,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2005,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2006,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2007,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2008,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2009,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2010,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2011,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2012,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2013,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2014,All ages,0.7,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2015,All ages,1.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2016,All ages,2.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2017,All ages,4.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Black or African American,2018,All ages,5.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,1999,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2000,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2001,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2002,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2003,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2004,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2005,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2006,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2007,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2008,All ages,1.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2009,All ages,1.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2010,All ages,1.0,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2011,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2012,All ages,1.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2013,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2014,All ages,0.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2015,All ages,1.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2016,All ages,1.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2017,All ages,2.5,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: American Indian or Alaska Native,2018,All ages,3.0,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,1999,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2000,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2001,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2002,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2003,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2004,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2005,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2006,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2007,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2008,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2009,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2010,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2011,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2012,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2013,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2014,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2015,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2016,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),2,15-24 years,2014,15-24 years,1.2,Unknown,Methadone,2
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2017,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Asian or Pacific Islander,2018,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,1999,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2000,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2001,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2002,All ages,0.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2003,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2004,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2005,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2006,All ages,0.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2007,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2008,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2009,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2010,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2011,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2012,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2013,All ages,0.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2014,All ages,0.7,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2015,All ages,1.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2016,All ages,4.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2017,All ages,6.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Hispanic or Latino: All races,2018,All ages,7.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,1999,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2000,All ages,0.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2001,All ages,0.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2002,All ages,0.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2003,All ages,0.7,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2004,All ages,0.8,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2005,All ages,0.8,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2006,All ages,1.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2007,All ages,1.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2008,All ages,1.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2009,All ages,1.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2010,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2011,All ages,1.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2012,All ages,1.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2013,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2014,All ages,3.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2015,All ages,5.8,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2016,All ages,11.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2017,All ages,16.8,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: White,2018,All ages,17.7,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,1999,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2000,All ages,0.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2001,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2002,All ages,0.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2003,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2004,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2005,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2006,All ages,1.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2007,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2008,All ages,0.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2009,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2010,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2011,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2012,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2013,All ages,0.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2014,All ages,1.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2015,All ages,3.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2016,All ages,8.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2017,All ages,14.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Black,2018,All ages,17.3,Male,Methadone,0
